corpus_id,domain,subdomain,corpus_or_collection,current_primary_route,gita_press_partnership_role,confidence,direct_catalog_match_count,matched_product_codes_sample,matched_product_titles_sample,candidate_catalog_categories,potential_plan_change_if_signed,what_gita_press_can_supply,what_it_does_not_replace,fallback_if_partnership_fails,official_evidence_url,assessment_notes
COR-0114,02 Itihasa,Ramayana Sanskrit,Agastya Ramayana traditions,USER_BUY_PHYSICAL_SCAN,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Purchase critical/printed editions where open digital surrogate is incomplete; request reuse rights,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0115,02 Itihasa,Ramayana regional and transregional,Ramcharitmanas of Tulsidas,AGENT_DOWNLOAD_RIGHTS_REVIEW,A_DIRECT_PUBLISHED_EDITION_CANDIDATE,HIGH,48,80 | 81 | 82 | 83 | 84 | 85 | 87 | 88 | 89 | 90 | 91 | 92 | 93 | 98 | 99 | 100 | 105 | 456 | 785 | 790,"Shri Ramcharitmanas Hindi – Illustrated, Annotated & Large Edition | Gita Press Gorakhpur Publication | Shri Ramcharitmanas Hindi – Illustrated | Annotated | Bold Print | Large Edition | Gita Press Gorakhpur Publication | Shri Ramcharitmanas Hindi – Annotated, Medium Size Edition | Gita Press Gorakhpur Publication | Shri Ramcharitmanas Hindi – Large Print Original Text Only | Gita Press Gorakhpur Publication | Shri Ramcharitmanas Hindi – Original Text, Medium Size Edition | Gita Press Gorakhpur Publication | Shri Ramcharitmanas Hindi – Original Text Edition | Gita Press Gorakhpur Publication | Manas-Piyush (Khanda 1–7) – Ramcharitmanas Tika Set | Language: Hindi | Code: 87 | Manas-Piyush (Khanda 2–7) – Ramcharitmanas Tika Set | Language: Hindi | Code: 88",Literature of Tulsidas | Ramchritmanas,PARTNERSHIP_FIRST_FOR_GITA_PRESS_EDITION; retain other editions and witnesses as separate requirements,"Catalog metadata, print/digital master, complete Gita Press edition, language variants, cover/illustrations and update history—subject to agreement.","Other publishers, critical editions, regional recensions not in catalog, or manuscript witnesses.",Download open editions; purchase/permission/fieldwork for protected or oral versions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0116,02 Itihasa,Ramayana regional and transregional,Kamba Ramayanam/Irāmāvatāram,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Download open editions; purchase/permission/fieldwork for protected or oral versions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0117,02 Itihasa,Ramayana regional and transregional,Krittivasi Ramayana,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Download open editions; purchase/permission/fieldwork for protected or oral versions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0118,02 Itihasa,Ramayana regional and transregional,Ranganatha Ramayanam,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Download open editions; purchase/permission/fieldwork for protected or oral versions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0119,02 Itihasa,Ramayana regional and transregional,Molla Ramayanam,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Download open editions; purchase/permission/fieldwork for protected or oral versions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0120,02 Itihasa,Ramayana regional and transregional,Bhaskara Ramayanam,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Download open editions; purchase/permission/fieldwork for protected or oral versions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0121,02 Itihasa,Ramayana regional and transregional,Torave Ramayana,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Download open editions; purchase/permission/fieldwork for protected or oral versions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0122,02 Itihasa,Ramayana regional and transregional,Adhyatma Ramayanam Kilippattu,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Download open editions; purchase/permission/fieldwork for protected or oral versions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0123,02 Itihasa,Ramayana regional and transregional,Jagamohana/Dandi Ramayana of Balarama Dasa,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Download open editions; purchase/permission/fieldwork for protected or oral versions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0124,02 Itihasa,Ramayana regional and transregional,Saptakanda Ramayana of Madhava Kandali,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Download open editions; purchase/permission/fieldwork for protected or oral versions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0125,02 Itihasa,Ramayana regional and transregional,Bhanubhakta Ramayana,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Download open editions; purchase/permission/fieldwork for protected or oral versions,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
